DATE;PLAYER;PRED
22-12-2021;KevinDurant;0.4962389026812994
22-12-2021;StephenCurry;0.4821449102177413
22-12-2021;NikolaJokić;0.4101002543116499
22-12-2021;JamesHarden;0.3418118865982869
22-12-2021;GiannisAntetokounmpo;0.263032223501536
22-12-2021;ChrisPaul;0.192035849761663
22-12-2021;DevinBooker;0.0308981961479512
22-12-2021;DeMarDeRozan;0.025873345377203
22-12-2021;DamianLillard;0.0197416923141821
22-12-2021;LaMeloBall;0.0184208627953712
22-12-2021;PreciousAchiuwa;0.0103765963198608
22-12-2021;TerryRozier;0.0089402886317507
22-12-2021;RobertCovington;0.0087741888625746
22-12-2021;JadenMcDaniels;0.008767455752918
22-12-2021;CJMcCollum;0.0076328360560431
22-12-2021;SpencerDinwiddie;0.0064279359669955
22-12-2021;KyleKuzma;0.0049609688196717
22-12-2021;EricBledsoe;0.0042557863587884
22-12-2021;ShakeMilton;0.0041711373097583
22-12-2021;NormanPowell;0.0035311417994307
22-12-2021;MonteMorris;0.0032655021053594
22-12-2021;KyleLowry;0.0023094585571438
22-12-2021;CarmeloAnthony;0.002129468572586
22-12-2021;JeffGreen;0.0019647326017178
22-12-2021;ZachLaVine;0.0019517103234874
22-12-2021;PJWashington;0.0017751159913118
22-12-2021;TobiasHarris;0.0015220533110184
22-12-2021;KentaviousCaldwell-Pope;0.0013229162947494
22-12-2021;TeranceMann;0.0012942458842035
22-12-2021;RussellWestbrook;0.001182814187402
22-12-2021;DennisSchröder;0.0009320644868843
22-12-2021;MasonPlumlee;0.0006593976080716
22-12-2021;KellyOubreJr;0.0006529179015776
22-12-2021;WillBarton;0.000616182823195
22-12-2021;CodyMartin;0.0004744443332647
23-12-2021;KevinDurant;0.7078835465856291
23-12-2021;StephenCurry;0.5923955966847572
23-12-2021;GiannisAntetokounmpo;0.5331197344502694
23-12-2021;JamesHarden;0.4029699069946727
23-12-2021;ChrisPaul;0.3670645031932557
23-12-2021;NikolaJokić;0.3595427725133458
23-12-2021;DeMarDeRozan;0.1141628382818478
23-12-2021;RudyGobert;0.0855185746968008
23-12-2021;JoelEmbiid;0.0810559125494967
23-12-2021;DevinBooker;0.0475974874139228
23-12-2021;JaMorant;0.0409818741450076
23-12-2021;JaysonTatum;0.0328067113991705
23-12-2021;AnthonyDavis;0.0326234419759321
23-12-2021;JimmyButler;0.0279556197819262
23-12-2021;DeandreAyton;0.0267953466952548
23-12-2021;DonovanMitchell;0.0221994402313256
23-12-2021;JarrettAllen;0.0216410540161153
23-12-2021;LaMeloBall;0.0162876526344927
23-12-2021;ZachLaVine;0.0134524591125455
23-12-2021;LukaDončić;0.0130118514200248
23-12-2021;LeBronJames;0.0072277413446827
23-12-2021;PaulGeorge;0.0066937668422653
23-12-2021;BradleyBeal;0.0037479463579759
23-12-2021;TobiasHarris;0.0037479463579759
23-12-2021;ScottieBarnes;0.0037479463579759
23-12-2021;MilesBridges;0.0037479463579759
23-12-2021;IvicaZubac;0.0037479463579759
23-12-2021;Karl-AnthonyTowns;0.0037479463579759
23-12-2021;AndrewWiggins;0.0037479463579759
23-12-2021;DamianLillard;0.0037479463579759
23-12-2021;JusufNurkić;0.0037479463579759
23-12-2021;JaylenBrown;0.0037479463579759
23-12-2021;AlHorford;0.0037479463579759
23-12-2021;MontrezlHarrell;0.0037479463579759
23-12-2021;RobertWilliams;0.0037479463579759
23-12-2021;GordonHayward;0.0037479463579759
23-12-2021;KristapsPorziņģis;0.0037479463579759
23-12-2021;RussellWestbrook;0.0037479463579759
23-12-2021;EvanMobley;0.0037479463579759
23-12-2021;PascalSiakam;0.0037479463579759
23-12-2021;JrueHoliday;0.0037479463579759
23-12-2021;BobbyPortis;0.0037479463579759
23-12-2021;BamAdebayo;0.0037479463579759
23-12-2021;KhrisMiddleton;0.0036467257849821
23-12-2021;JarenJacksonJr;0.0034824273149116
23-12-2021;FredVanVleet;0.0032672280139951
23-12-2021;DillonBrooks;0.0032410940010523
23-12-2021;AnthonyEdwards;0.0031011901526489
23-12-2021;TyreseMaxey;0.0029112561624089
23-12-2021;NikolaVučević;0.0028701332820433
24-12-2021;KevinDurant;0.5534672039693521
24-12-2021;StephenCurry;0.5201136759707993
24-12-2021;GiannisAntetokounmpo;0.4088231694749054
24-12-2021;NikolaJokić;0.3173944435046326
24-12-2021;ChrisPaul;0.2513786040966899
24-12-2021;JamesHarden;0.2212702113441598
24-12-2021;DonovanMitchell;0.1501816940925426
24-12-2021;DeMarDeRozan;0.1018029425077454
24-12-2021;RudyGobert;0.0811828252734065
24-12-2021;JimmyButler;0.0518859845856772
24-12-2021;DevinBooker;0.0244972017052457
24-12-2021;JadenMcDaniels;0.0045551192696424
24-12-2021;DannyGreen;0.0039035530623871
24-12-2021;DuncanRobinson;0.0036108664085086
24-12-2021;RobertCovington;0.0034885105136337
24-12-2021;DorianFinney-Smith;0.0033281810747662
24-12-2021;LonzoBall;0.0032579277458373
24-12-2021;NicolasBatum;0.0031180013257974
24-12-2021;MatisseThybulle;0.0030510799817516
24-12-2021;GaryTrentJr;0.0028439922080796
24-12-2021;NikolaVučević;0.0027690472032678
24-12-2021;MarcusSmart;0.0024149115868784
24-12-2021;BobbyPortis;0.0023473640661162
24-12-2021;PatrickBeverley;0.0022972193856802
24-12-2021;EvanMobley;0.0022674620254381
24-12-2021;ScottieBarnes;0.0022028325980922
24-12-2021;JarenJacksonJr;0.002179753712576
24-12-2021;KyleKuzma;0.002065887378644
24-12-2021;AlexCaruso;0.0020072802302567
24-12-2021;RoyceONeale;0.001984970226876
24-12-2021;FredVanVleet;0.0019290669985791
24-12-2021;KristapsPorziņģis;0.0017240505107779
24-12-2021;PreciousAchiuwa;0.0016812575044078
24-12-2021;PascalSiakam;0.0016590688374682
24-12-2021;DeAnthonyMelton;0.0016399783872119
24-12-2021;LauriMarkkanen;0.00161151651739
24-12-2021;TimHardawayJr;0.0015102003299234
24-12-2021;DeandreAyton;0.0015059438091935
24-12-2021;KentaviousCaldwell-Pope;0.0014863139370319
24-12-2021;AnthonyDavis;0.0014131772202122
24-12-2021;JarredVanderbilt;0.001329143387944
24-12-2021;JeffGreen;0.0013286739806736
24-12-2021;CarmeloAnthony;0.0012933615208136
24-12-2021;LaMeloBall;0.0012406162867294
24-12-2021;Karl-AnthonyTowns;0.0011952730056593
24-12-2021;MalikBeasley;0.0011878841346172
24-12-2021;StevenAdams;0.0011524074132014
24-12-2021;ReggieJackson;0.0011524074132014
24-12-2021;IvicaZubac;0.0011524074132014
24-12-2021;TeranceMann;0.0011524074132014
25-12-2021;StephenCurry;0.5894421675397238
25-12-2021;KevinDurant;0.5357451742974578
25-12-2021;GiannisAntetokounmpo;0.4166837731741614
25-12-2021;NikolaJokić;0.3135060613765443
25-12-2021;ChrisPaul;0.2433465601025592
25-12-2021;JamesHarden;0.1939126357326899
25-12-2021;DonovanMitchell;0.1568884248662378
25-12-2021;DeMarDeRozan;0.1122178967548548
25-12-2021;RudyGobert;0.0722480811411809
25-12-2021;DevinBooker;0.0674056540982366
25-12-2021;JimmyButler;0.0605810367359345
25-12-2021;DuncanRobinson;0.0146814266093354
25-12-2021;JadenMcDaniels;0.0044308138712513
25-12-2021;DannyGreen;0.0043210547057651
25-12-2021;LonzoBall;0.0034517907059397
25-12-2021;NicolasBatum;0.0032549681968415
25-12-2021;MatisseThybulle;0.0032127859278466
25-12-2021;DorianFinney-Smith;0.0031339244018215
25-12-2021;MarcusSmart;0.0026612810038674
25-12-2021;NikolaVučević;0.0025340146290977
25-12-2021;EvanMobley;0.0025216669695872
25-12-2021;PatrickBeverley;0.0023189089073242
25-12-2021;ClintCapela;0.0022152090289217
25-12-2021;AlexCaruso;0.0022093547204603
25-12-2021;BobbyPortis;0.0021343334077162
25-12-2021;JarenJacksonJr;0.0019854279203809
25-12-2021;LauriMarkkanen;0.0019297807303423
